Gemeindename,Einwohner  (2019),Veränderung in %  (2010-2019),Bevölkerungs-dichte pro km²  (2019),Ausländer in %  (2019),0-19 Jahre  (2019),20-64 Jahre  (2019),65 Jahre und mehr  (2019),Rohe Heiratssziffer  (2019),Rohe Scheidungsziffer  (2019),Rohe Geburtenziffer  (2019),Rohe Sterbeziffer  (2019),Anzahl Privathaushalte  (2019),Durchschnittliche Haushaltsgrösse in Personen  (2019),Leerwohnungs-ziffer  (2020),Neu gebaute Wohnungen pro 1000 Einwohner  (2018),FDP  (2019),CVP  (2019),SP  (2019),SVP  (2019),EVP/CSP  (2019),GLP  (2019),BDP  (2019),PdA/Sol.  (2019),GPS  (2019),Kleine Rechtsparteien  (2019),Berggebiet,GHM_Mean_2020
Schneisingen,1486.0,13.6085626911,179.9031476998,12.7860026918,17.5639300135,58.6137281292,23.8223418573,2.0352781547,2.0352781547,8.8195386703,8.8195386703,665.0,2.2210526316,3.4246575342,23.0050323508,9.5215253628,13.5507854659,11.5241635688,37.4385417916,1.8227605228,8.0944957429,4.3530399328,0.0,8.8619738578,1.6548746852,0,0.4730085386847057
Schnottwil,1140.0,11.328125,158.9958158996,5.6140350877,20.350877193,62.1929824561,17.4561403509,3.5164835165,0.8791208791,7.9120879121,12.3076923077,494.0,2.2914979757,1.1131725417,9.7951914515,24.9788672866,4.5646661031,16.1031276416,30.7692307692,0.6762468301,10.1014370245,4.4378698225,0.0,7.3964497041,0.5494505495,0,0.5175588623551298
Schongau,1030.0,18.9376443418,82.8640386163,6.5048543689,23.3009708738,63.3009708738,13.3980582524,2.8999516675,1.9333011116,6.7665538908,7.7332044466,404.0,2.5346534653,1.0893246187,9.5785440613,9.7600518807,30.1556420233,4.766536965,39.6562905318,0.551232166,7.8145265888,0.0,0.0,6.8741893645,0.3242542153,0,0.4338794746021233
Schupfart,802.0,4.5632333768,113.7588652482,14.0897755611,17.3316708229,64.7132169576,17.9551122195,4.9689440994,1.2422360248,7.4534161491,2.4844720497,353.0,2.2521246459,3.9900249377,1.2033694344,11.5366759517,19.0575673166,6.0584958217,44.1272051996,0.6731662024,3.4354688951,6.8012999071,0.0,5.1764159703,0.139275766,0,0.4741805312979935
Schwaderloch,685.0,1.4814814815,245.5197132616,24.3795620438,17.2262773723,63.503649635,19.2700729927,2.947678703,1.4738393515,11.7907148121,1.4738393515,285.0,2.3859649123,2.0833333333,7.5301204819,9.5,7.6666666667,9.0833333333,59.75,2.9166666667,3.25,0.9583333333,0.0,3.2916666667,1.4166666667,0,0.549946577652641
Schwadernau,670.0,1.9786910198,161.4457831325,10.5970149254,21.7910447761,58.3582089552,19.8507462687,1.5015015015,1.5015015015,3.003003003,9.009009009,279.0,2.394265233,2.4844720497,4.4576523031,8.2980866062,0.6042296073,9.9093655589,42.5579053374,4.0281973817,11.5206445116,9.7482376636,0.221550856,6.3041289023,1.8932527694,0,0.6249388542728148
Schwanden bei Brienz,630.0,2.9411764706,89.2351274788,7.9365079365,17.3015873016,55.7142857143,26.9841269841,3.2076984763,0.0,9.623095429,11.2269446672,309.0,2.0064724919,0.6465517241,3.3167495854,8.0630549013,0.7972458779,14.8215256387,36.7095488313,3.5694872259,14.3323065773,4.5660445733,0.7247689799,8.1174125747,4.8740713897,1,0.1645720632452713
Schwarzenberg,1726.0,6.0196560197,43.9185750636,7.3001158749,22.4217844728,60.4866743917,17.0915411356,5.2401746725,1.1644832606,9.3158660844,6.9868995633,695.0,2.454676259,0.3496503497,1.775147929,22.4612306153,22.728030682,6.72002668,35.7345339336,0.7837251959,4.7357011839,0.0,0.0,6.31982658,0.2167750542,1,0.1687839711347717
Schwarzenburg,6744.0,1.0488462691,150.5357142857,6.5539739027,18.0753262159,58.778173191,23.1465005931,4.1252302026,2.6519337017,7.0718232044,11.7863720074,3057.0,2.171409879,0.9866511898,1.7577266735,6.6834028041,1.1431097638,15.9309081723,38.6288998358,3.2761778451,7.2928508273,8.1470253884,0.4326133636,11.3647846406,2.8372489579,0,0.3525255271554322
Schwarzhäusern,525.0,9.375,138.5224274406,6.0952380952,21.9047619048,59.2380952381,18.8571428571,3.8204393505,1.9102196753,19.1021967526,9.5510983763,217.0,2.3870967742,0.8163265306,7.7369439072,6.7792891619,1.0969723563,17.1347082054,49.6050899517,1.8648530057,4.8924967091,6.7792891619,0.0219394471,4.8924967091,2.3036419482,0,0.5481208542645988
Schwellbrunn,1541.0,4.3331076506,88.4615384615,6.2946138871,25.048669695,56.8462037638,18.1051265412,6.4226075787,1.2845215157,11.5606936416,6.4226075787,590.0,2.5593220339,0.6657789614,0.6333122229,29.6740994854,0.0,0.0,67.7530017153,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3245399820679986
Schwende,2184.0,1.7233348859,37.9760041732,9.706959707,24.13003663,59.2490842491,16.6208791209,0.0,0.4566210046,1.3698630137,0.0,803.0,2.6948941469,1.6979445934,0.4541326067,0.0,61.2732095491,8.6206896552,29.0450928382,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1302562452789046
Schwerzenbach,5170.0,16.5464382326,1973.2824427481,27.1373307544,20.4835589942,62.0696324952,17.4468085106,6.222654351,1.7501215362,9.528439475,6.8060281964,2318.0,2.2049180328,0.5744768158,0.9817396426,14.1115170908,4.5510561477,13.6401963116,27.1982357901,4.4083627008,17.2118565282,3.7900244308,0.1318833373,12.1051607463,1.0312844572,0,0.6590766906738281
Schwyz,15239.0,5.657630174,286.5550959007,18.9513747621,19.3188529431,61.716648074,18.9644989829,4.7337278107,1.3806706114,9.6646942801,7.4950690335,6568.0,2.2704019488,0.4295302013,6.1333333333,19.7538655727,25.4113510346,17.6666816932,30.1221656223,0.5274309156,3.3674435378,0.0,0.0,3.1510616238,0.0,1,0.3182994847001392
Schänis,3876.0,9.8016997167,97.1428571429,13.0546955624,22.7812177503,60.2167182663,17.0020639835,4.6783625731,1.8193632229,10.9161793372,7.5373619233,1564.0,2.4482097187,0.9588268472,5.7712486884,10.5601027122,20.2214732788,6.949125341,42.3768255497,1.3480982186,6.644198363,1.0913176055,0.0,8.0083453699,1.8616594447,1,0.2638331422018348
Schöfflisdorf,1377.0,1.6236162362,343.391521197,15.3957879448,19.8983297023,59.1140159768,20.987654321,0.7264802034,0.7264802034,7.2648020341,9.4442426444,605.0,2.2578512397,0.6172839506,7.1174377224,13.1534468188,3.4226729446,9.7549197151,39.5086321381,4.0082095859,13.5337438126,1.6720994809,0.0,9.5798623687,5.1189182663,0,0.487653248345674
Schöftland,4427.0,18.9733942489,704.9363057325,16.6478427829,17.7772758075,60.4246668173,21.7980573752,4.5351473923,1.5873015873,9.977324263,11.5646258503,2036.0,2.1316306483,5.4270462633,12.3255813953,15.7823067496,4.4119649585,14.4251282284,34.4242204167,7.1853297626,6.9946893014,2.4783259952,0.0,7.5756888021,3.0411692615,0,0.559915175804725
Schönenbuch,1409.0,-1.537386443,1043.7037037037,12.5621007807,19.4464158978,57.2036905607,23.3498935415,4.991087344,0.0,7.1301247772,9.2691622103,597.0,2.3534338358,0.1545595054,9.3862815884,19.8133092442,11.0207768744,17.7055103884,24.1493526046,2.8906955736,6.2029509184,1.0237880157,0.0,17.1635049684,0.0,0,0.7429638703664144
Schönengrund,528.0,6.4516129032,101.7341040462,5.4924242424,23.1060606061,58.1439393939,18.75,11.320754717,0.0,13.2075471698,3.7735849057,220.0,2.3727272727,2.04778157,5.7915057915,28.6516853933,0.0,0.0,70.2247191011,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2729461853762707
Schönenwerd,4966.0,5.6146320715,1338.5444743935,37.6761981474,19.7341925091,60.9947643979,19.271043093,5.8722284094,1.8224157133,10.9344942796,8.5046066619,2135.0,2.3039812646,6.7322834646,3.0599755202,21.5033135682,8.6327171259,21.346355075,25.6539937217,1.4475061039,5.4761074294,1.9183815835,0.0,12.6089989536,0.4708754796,0,0.7268593266325177
Schönholzerswilen,846.0,10.5882352941,77.4016468435,7.4468085106,26.8321513002,60.756501182,12.4113475177,1.1689070719,1.1689070719,14.0268848627,9.3512565751,300.0,2.81,0.5813953488,7.100591716,6.5445026178,15.7068062827,6.7408376963,49.0837696335,4.057591623,4.4502617801,5.0392670157,0.0,7.6570680628,0.719895288,0,0.4352200402153863
Schötz,4530.0,20.191032104,296.6601178782,19.4039735099,23.8631346578,63.5540838852,12.582781457,4.9085229808,2.6773761714,11.6019634092,8.9245872378,1822.0,2.4549945115,1.0703363914,10.4640582348,14.7484756098,37.5762195122,6.631097561,28.5442073171,1.0956554878,4.3445121951,0.0,0.0,6.5358231707,0.0857469512,0,0.5158001390326933
Schübelbach,9190.0,8.6673761381,316.7873147191,29.8150163221,20.4026115343,64.733405876,14.8639825898,4.989154013,1.9522776573,11.0629067245,5.6399132321,3902.0,2.331368529,1.1943040882,9.5996509218,20.3341584158,12.5123762376,16.745049505,42.4876237624,1.2376237624,4.2821782178,0.0,0.0,2.400990099,0.0,1,0.295391711909985
Schüpfen,3773.0,10.7425887878,190.1713709677,7.6066790353,19.0829578585,62.0726212563,18.8444208852,3.729852138,2.3977620887,8.7917943253,5.8611962169,1702.0,2.1915393655,3.2327586207,6.1300639659,6.0398397119,0.9495324932,16.7808815843,32.4351007608,3.1651083106,8.8390731169,13.5257564318,0.9292061095,12.8027179279,1.4896335443,0,0.5196911355723506
Schüpfheim,4206.0,7.2412034676,109.5883272538,6.6571564432,22.705658583,58.5116500238,18.7826913932,5.2225519288,0.9495548961,12.5816023739,7.5964391691,1648.0,2.4969660194,1.4631685166,5.0227218369,9.4171483622,38.2105009634,7.7312138728,33.6343930636,0.3672928709,3.7873314066,0.0,0.0,6.478805395,0.1144026975,1,0.2437446545331906
Scuol,4624.0,-2.9387069689,10.5419145977,20.9126297578,18.2309688581,57.6124567474,24.1565743945,2.1703743896,1.9533369506,5.6429734129,10.41779707,2122.0,2.1399622997,1.0551647538,6.9595476294,13.6731987623,7.2196846913,21.8063945779,24.4879917489,0.0,6.7629291292,14.5572417858,0.0,11.4925593046,0.0,1,0.0611681597046842
Seeberg,1529.0,4.2974079127,91.0119047619,4.643557881,19.162851537,61.2164813604,19.6206671027,7.7695046941,3.2372936225,11.6542570411,12.9491744901,677.0,2.234859675,3.6363636364,2.5889967638,3.7752533841,0.7958642269,11.2305285355,38.7456635603,2.2855588055,6.3056934902,20.0462553568,0.2652880756,7.9178287191,4.686756003,0,0.4252029131043632
Seedorf (BE),3084.0,2.8342780927,147.7719214183,7.3281452659,18.5473411154,60.1815823606,21.271076524,3.8709677419,1.2903225806,7.7419354839,8.064516129,1396.0,2.1733524355,3.875,5.1397365885,4.3095537505,0.771505285,9.3770179791,43.2076946606,4.2211875064,5.4039356966,14.8523264113,0.6457533222,9.0711348265,3.6060224994,0,0.4659643734202665
Seedorf (UR),2051.0,6.4901349948,106.3796680498,6.9722086787,25.7435397367,58.31301804,15.9434422233,3.9273441335,0.9818360334,10.8001963672,4.4182621502,792.0,2.5669191919,0.4366812227,5.5780933063,0.0,48.0272108844,16.0544217687,34.693877551,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2372410189720892
Seegräben,1430.0,10.5100463679,379.3103448276,14.6153846154,20.5594405594,62.6573426573,16.7832167832,3.4806822137,0.6961364427,9.7459101984,4.1768186565,598.0,2.3745819398,1.6616314199,4.8611111111,11.7379077615,2.5309336333,13.2058492688,34.4094488189,4.2744656918,12.3228346457,2.1541057368,0.2305961755,15.911136108,1.7772778403,0,0.6584468417697482
Seehof,60.0,-13.0434782609,7.1258907363,11.6666666667,18.3333333333,61.6666666667,20.0,0.0,0.0,0.0,33.8983050847,23.0,2.6086956522,0.0,0.0,0.0,1.0869565217,0.9057971014,75.0,1.8115942029,0.3623188406,1.9927536232,0.1811594203,5.2536231884,0.3623188406,1,0.1649445934572081
Seelisberg,678.0,2.416918429,51.0158013544,15.9292035398,15.191740413,57.5221238938,27.2861356932,5.9746079164,0.0,4.4809559373,4.4809559373,301.0,2.0996677741,1.9267822736,23.5640648012,0.0,41.8604651163,16.2790697674,39.5348837209,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2007384323492282
Seengen,4081.0,19.7476525822,421.1558307534,11.6638078902,20.6076941926,60.3528546925,19.0394511149,4.2094837192,2.2285502043,8.171350749,5.447567166,1746.0,2.3150057274,2.440290758,9.364717793,18.5170145375,6.4038008609,9.4859092017,40.315114107,3.0008933647,8.1336798506,3.4760009746,0.0,8.186469585,0.840575002,0,0.5095010259348876
Seewen,1003.0,0.4004004004,61.4960147149,8.8733798604,15.852442672,61.4157527418,22.7318045862,1.9870839543,2.9806259314,3.9741679086,5.9612518629,469.0,2.1194029851,3.5714285714,3.9447731755,17.5908221797,23.2313575526,11.7112810707,29.1586998088,0.1912045889,5.0669216061,2.0076481836,0.0,8.2695984704,0.1434034417,0,0.2738737988827833
Seewis im Prättigau,1370.0,-1.2968299712,27.6042716099,10.2189781022,20.5839416058,60.2189781022,19.197080292,5.8997050147,0.7374631268,11.0619469027,7.3746312684,574.0,2.3797909408,1.0165184244,0.0,10.7392607393,6.8931068931,15.4345654346,38.7112887113,0.0,10.0899100899,11.7882117882,0.0,6.3436563437,0.0,1,0.111746145512069
Seftigen,2161.0,1.5030530766,555.5269922879,8.2832022212,20.5923183711,58.1675150393,21.2401665895,3.7166085947,1.8583042973,6.968641115,9.2915214866,966.0,2.2101449275,0.4752851711,1.825650388,4.2254297047,1.1624063464,12.9682679595,42.3259144998,8.5500220361,8.6767298369,7.8889378581,0.3029969149,7.4537241075,2.7159541648,0,0.5299089550971985
Seltisberg,1290.0,0.3110419907,362.3595505618,7.2868217054,18.6046511628,54.1860465116,27.2093023256,2.3157082208,0.7719027403,4.6314164415,3.8595137013,554.0,2.3050541516,0.1675041876,4.5766590389,18.2983970407,5.2527743527,17.8298397041,25.6720098644,4.3403205919,4.8828606658,1.2577065351,0.0,22.4660912454,0.0,0,0.4834005711442333
Selzach,3434.0,10.9531502423,176.3739085773,16.4239953407,20.1805474665,59.5224228305,20.297029703,8.7196628397,2.0345879959,9.3009736957,9.5916291237,1481.0,2.2997974342,3.0612244898,2.606429192,15.36978619,25.5520504732,15.4223624255,26.954083421,0.9638976516,5.5205047319,2.6463371889,0.0,6.6070802664,0.6133894147,0,0.4410581950899921
Sembrancher,1031.0,19.6055684455,58.314479638,18.1377303589,19.4956353055,62.1726479146,18.3317167798,7.7182826821,2.8943560058,12.5422093584,10.6126386879,494.0,2.0607287449,0.6557377049,0.0,21.4520248085,34.9507479022,9.485589201,21.3060926669,0.9850419555,2.3713973003,0.0,0.0,8.6099963517,0.0,1,0.282716240681393
Sempach,4208.0,4.4427897741,472.278338945,9.1017110266,23.5503802281,58.7452471483,17.7043726236,4.7749791095,0.0,7.1624686642,7.4012176197,1683.0,2.4789067142,0.9667024705,3.8759689922,16.2057877814,32.8295819936,10.7073954984,17.9742765273,1.3054662379,8.347266881,0.0,0.0,11.8520900322,0.1221864952,0,0.5917859599538093
Semsales,1435.0,19.285120532,48.8760217984,13.2404181185,24.3902439024,59.0940766551,16.5156794425,2.106741573,0.702247191,16.8539325843,8.4269662921,582.0,2.4295532646,0.4366812227,0.0,21.8674905596,20.4600068658,17.8853415723,26.8451767937,1.9567456231,3.7761757638,0.1029866117,0.0,5.561277034,0.2403020941,1,0.2133932693449456
Senarclens,477.0,21.3740458015,120.1511335013,14.6750524109,24.7379454927,57.8616352201,17.4004192872,4.1450777202,2.0725388601,8.2901554404,20.725388601,178.0,2.5842696629,3.0927835052,0.0,37.009893734,2.3818248443,10.4433858556,24.6976914621,2.6016855991,6.7790399414,0.1832172957,2.7116159765,12.0556980579,0.1099303774,0,0.5913285920114228
Sennwald,5665.0,16.9246646027,136.3089509143,32.1977052074,18.4642541924,65.8075904678,15.7281553398,2.8426756685,1.9543395221,10.1270320689,6.7513547126,2493.0,2.2539109507,1.4680181755,7.1890726096,18.5530679934,13.5779436153,9.5080154782,38.6608623549,3.8833609729,6.0323383085,0.1658374793,0.0,6.8062465451,1.4718076285,0,0.3806217804416069
Seon,5223.0,10.8211330363,542.9313929314,24.9282021827,20.6586253111,61.229178633,18.1121960559,4.5666444677,1.5222148226,10.2749500523,11.6068880221,2228.0,2.3123877917,0.9852216749,3.2523436005,10.8027441197,8.2412687099,16.8255523877,35.8651104775,3.153955809,6.6776550249,3.1895937277,0.0,10.5532786885,1.8219885959,0,0.5926879689663271
Sergey,145.0,0.6944444444,99.3150684932,9.6551724138,25.5172413793,63.4482758621,11.0344827586,6.8728522337,0.0,6.8728522337,6.8728522337,55.0,2.6363636364,0.0,0.0,19.2307692308,0.0,11.8990384615,38.8221153846,2.4038461538,5.7692307692,0.1201923077,0.0,21.5144230769,0.0,0,0.4999702702397886
Serravalle,2075.0,4.1666666667,21.4359504132,8.8674698795,18.9879518072,55.7590361446,25.2530120482,4.3415340087,2.4119633382,11.5774240232,11.0950313555,934.0,2.1734475375,0.6825938567,6.2771607919,18.3506895581,22.5021108922,12.876442443,12.5527723051,0.0,1.1680270194,0.0,0.4503236701,8.767238953,21.5311004785,1,0.0716870658376305
Servion,1996.0,12.7683615819,315.8227848101,16.5831663327,22.9458917836,61.5230460922,15.5310621242,7.614213198,1.5228426396,10.6598984772,6.0913705584,791.0,2.5221238938,4.0556199305,14.2030510258,24.7858524454,2.1645021645,19.0660403426,17.2239108409,1.7684443216,8.2251082251,0.4421110804,2.5421387124,21.5529151699,0.2486874827,0,0.5043296813964844
Seuzach,7440.0,5.3675116839,984.126984127,13.3198924731,17.7822580645,58.5080645161,23.7096774194,5.8178866189,1.3529968881,8.2532810175,8.3885807063,3335.0,2.2023988006,0.3676470588,7.795404814,17.7236032657,4.3108376975,10.9223134448,36.5472133922,6.2524298488,11.3522537563,1.6340018753,0.0285864569,7.632583987,2.4504310838,0,0.6938987239714591
Sevelen,5112.0,11.9089316988,168.5459940653,39.7300469484,21.1267605634,62.5782472613,16.2949921753,6.0689115114,1.9577133908,11.9420516836,4.8942834769,2205.0,2.3011337868,2.8495440729,7.1301247772,19.7444424996,10.0735165412,13.416768773,36.3381760896,4.6910554875,4.4635042885,0.4025905829,0.0,7.0453352004,3.1419569403,1,0.3340839189352448
Siblingen,880.0,16.0949868074,93.4182590234,13.2954545455,18.1818181818,60.3409090909,21.4772727273,7.9275198188,2.2650056625,12.4575311438,6.7950169875,387.0,2.2583979328,1.4051522248,4.6349942063,8.5447263017,1.3351134846,22.8304405874,40.5874499332,1.8691588785,6.4085447263,0.0,0.0,5.473965287,11.481975968,0,0.3659749216847605
Sierre,16842.0,8.46911831,880.3972817564,31.3323833274,19.3029331433,58.9656810355,21.7313858212,3.8641024879,2.2590137621,9.3332937015,9.9872187379,7726.0,2.135516438,6.1424268503,9.0154211151,20.2069196832,27.6864728192,21.0222141954,13.8264661111,1.3958048453,0.6708119405,0.0,0.0,13.3285172476,0.0,1,0.6837712880727407
Siglistorf,636.0,3.9215686275,115.4264972777,20.5974842767,19.1823899371,65.5660377358,15.251572327,1.5661707126,1.5661707126,6.2646828504,4.6985121378,271.0,2.2841328413,3.0508474576,3.1746031746,6.885026738,10.3943850267,10.1938502674,48.0614973262,4.6457219251,4.1778074866,3.0414438503,0.0,8.422459893,1.5374331551,0,0.3608404371473524
Signau,2624.0,-4.5471080393,118.5720741075,4.8780487805,19.2454268293,57.6981707317,23.056402439,4.1635124905,2.6495079485,8.7055261166,8.3270249811,1162.0,2.2125645439,2.9585798817,1.8559762435,4.1468388851,0.5838365258,10.0491862279,49.3101931459,5.2185388091,4.0708601592,12.9603710961,0.2559283401,5.3664973807,4.2828008158,1,0.3035746213406493
Signy-Avenex,594.0,34.3891402715,306.1855670103,29.6296296296,26.5993265993,56.734006734,16.6666666667,3.367003367,5.0505050505,13.468013468,5.0505050505,224.0,2.6473214286,0.0,8.8339222615,30.9718761125,3.0615877536,14.3823424706,22.2499110004,1.1747953008,12.1395514418,0.0355998576,0.2491990032,13.456746173,1.3883944464,0,0.7357412974039713
Sigriswil,4829.0,5.023923445,87.1503338748,10.4369434666,13.3153862083,54.8146614206,31.8699523711,3.1049472159,1.6559718485,7.2448768371,12.6267853446,2470.0,1.9157894737,1.2691697515,6.8922305764,6.4762239263,1.3210013854,9.3133524557,51.5892993034,2.5463911491,6.2089016371,6.651837109,0.2282971375,8.5523619973,2.6088313918,1,0.1387046660695757
Silenen,1957.0,-12.6339285714,13.5170603675,6.8983137455,18.8553909044,59.6831885539,21.4614205416,4.0962621608,1.0240655402,10.2406554019,11.2647209421,800.0,2.40375,0.8348794063,4.0180813661,0.0,46.5201465201,13.5531135531,37.7289377289,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0612569810586004
Sils im Domleschg,960.0,9.7142857143,103.4482758621,16.7708333333,23.2291666667,54.7916666667,21.9791666667,4.203888597,0.0,6.3058328954,7.3568050447,402.0,2.3656716418,4.0322580645,11.8279569892,14.0527950311,6.8322981366,14.5186335404,39.0527950311,0.0,6.4440993789,15.5279503106,0.0,3.5714285714,0.0,1,0.2707061262320209
Sils im Engadin/Segl,702.0,-6.6489361702,11.041207927,32.4786324786,17.8062678063,61.396011396,20.7977207977,2.8530670471,1.4265335235,7.1326676177,5.7061340942,357.0,1.9495798319,1.8707482993,15.9189580318,35.8895705521,4.8057259714,15.4396728016,20.5521472393,0.0,7.2597137014,12.2699386503,0.0,3.7832310838,0.0,1,0.0836998236497569
Silvaplana,1132.0,15.7464212679,25.2847889212,34.8939929329,13.3392226148,60.9540636042,25.7067137809,4.458314757,2.6749888542,8.0249665626,6.2416406598,633.0,1.7693522907,0.8045052293,15.2193375112,39.7402597403,5.974025974,8.7445887446,26.9264069264,0.0,6.8398268398,8.2251082251,0.0,3.5497835498,0.0,1,0.1906742250299178
Simplon,300.0,-7.9754601227,3.2963410614,2.3333333333,13.0,61.6666666667,25.3333333333,9.9173553719,0.0,6.6115702479,13.2231404959,129.0,2.3255813953,1.0460251046,6.5789473684,1.2987012987,61.4718614719,6.1327561328,25.974025974,0.0,3.6075036075,0.0,0.0,1.5151515152,0.0,1,0.0542138746713747
Sins,4278.0,4.981595092,210.635155096,19.1912108462,23.3520336606,61.7812061711,14.8667601683,4.2169380344,1.4056460115,11.4794424271,6.7939557222,1693.0,2.5103366804,1.4843320506,2.5492468134,11.8459848529,24.7846447361,7.5793490201,33.60698387,1.6765913164,7.7007573568,2.7172342025,0.0,7.5966930682,0.693761924,0,0.5137678801469889
Sion,34710.0,9.5886085941,995.4115285346,27.4157303371,19.4670123884,60.7087294728,19.8242581389,4.3216456827,2.2184447838,8.3551816532,9.5652424443,15907.0,2.1302571195,2.316006176,5.4625856239,15.8675592546,24.8006754719,21.4691514384,13.9858874616,1.6211326217,0.8250407092,0.0,0.0,18.5006935649,0.0,1,0.6537320778586647
Sirnach,7803.0,10.0874717833,630.2907915994,24.4521337947,19.415609381,63.578110983,17.006279636,4.4961140728,1.9269060312,10.1483717644,6.1660992999,3422.0,2.2571595558,2.2654584222,2.8434793848,12.0792992162,18.275703089,10.4748732135,37.4550484094,2.3974181651,5.7538035961,1.8626094975,0.0,9.1194098663,2.581834947,0,0.5793613753295297
Siselen,603.0,5.7894736842,109.4373865699,12.6036484245,17.4129353234,59.3698175788,23.2172470978,5.0083472454,11.6861435726,10.0166944908,3.3388981636,264.0,2.2727272727,0.6557377049,10.4529616725,4.7553275454,0.3551696922,10.9313338595,48.4806629834,3.5319652723,7.9715864246,16.1010260458,0.0197316496,6.1562746646,0.5130228887,0,0.514014330777255
Sisikon,383.0,-2.5445292621,23.2685297691,24.0208877285,22.1932114883,62.1409921671,15.6657963446,5.3191489362,2.6595744681,18.6170212766,10.6382978723,165.0,2.2727272727,7.5117370892,38.4615384615,0.0,31.4606741573,16.8539325843,50.5617977528,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1396435410229128
Sissach,6686.0,6.976,751.2359550562,16.8860305115,19.9222255459,60.4696380497,19.6081364044,5.6856437495,2.6931996708,9.276576644,8.6780878282,2988.0,2.2091700134,1.200120012,6.00060006,18.8229388882,3.2187225499,18.4653030493,21.6526540344,3.701844648,3.8963483499,0.6901744259,0.0,29.4955452378,0.0,0,0.518366323935019
Sisseln,1601.0,12.4297752809,635.3174603175,27.4828232355,19.5502810743,64.8969394129,15.5527795128,4.3518806341,1.8650917003,9.3254585017,6.2169723345,696.0,2.2916666667,2.7631578947,1.8879798615,8.2060235705,6.3727629856,15.25534701,42.7324312527,1.3967699694,11.3487560017,2.1606285465,0.0,6.8529026626,0.0654735923,0,0.7711312265107126
Siviriez,2281.0,9.8747591522,112.4753451677,15.0811047786,23.5423060061,62.1657167909,14.291977203,5.3097345133,0.4424778761,11.5044247788,6.6371681416,906.0,2.4768211921,2.0447906524,11.3688040018,17.5563736769,15.0713299586,21.3299585826,29.8435342844,2.3699953981,3.0832949839,0.2531063046,0.0,7.7082374597,0.6442705936,0,0.4407427923196752
Soazza,319.0,-9.1168091168,6.8720379147,20.3761755486,11.2852664577,57.0532915361,31.6614420063,0.0,0.0,3.1347962382,18.8087774295,151.0,2.0463576159,4.6808510638,0.0,28.9079229122,6.852248394,14.3468950749,39.4004282655,0.0,1.9271948608,5.3533190578,0.0,3.2119914347,0.0,1,0.066813954046476
Solothurn,16933.0,5.3964894809,2696.3375796178,21.3193173094,15.6440087403,64.0583476053,20.2976436544,5.6956392762,1.6018985464,10.7979827944,8.7214476416,8501.0,1.9295377014,1.2008955831,4.8494282464,19.743955246,8.7679190985,24.8514025981,12.2777762836,0.9440305532,9.6097469137,1.750894274,0.0,20.5992307899,0.3173663968,0,0.8029603466545183
Sommeri,610.0,17.9883945841,144.5497630332,16.5573770492,21.1475409836,62.131147541,16.7213114754,5.0804403048,5.0804403048,13.5478408129,1.6934801016,258.0,2.3100775194,5.8064516129,38.9380530973,3.4351145038,10.4961832061,7.4427480916,50.3816793893,4.4847328244,6.5839694656,0.9541984733,0.0,14.0267175573,2.1946564885,0,0.4941508333447953
Sonceboz-Sombeval,1952.0,9.724564362,130.4812834225,18.237704918,24.1803278689,59.2213114754,16.5983606557,3.0612244898,1.0204081633,9.693877551,8.6734693878,794.0,2.419395466,1.9832985386,2.0576131687,3.972694718,6.2891674127,18.3974932856,24.4852282901,9.8813786929,6.7591763653,2.9319606088,0.2461951656,13.1042972247,9.1427931961,1,0.3768582344055176
Sonvilier,1237.0,4.8305084746,52.0185029437,12.8536782538,24.9797898141,59.4179466451,15.6022635408,4.0420371867,2.425222312,10.5092966855,6.4672594988,531.0,2.2956685499,1.7216642755,0.8064516129,4.9210006583,2.8801843318,11.2738643845,38.6603028308,3.2751810402,5.9249506254,3.8347597103,1.7774851876,16.7215273206,5.0197498354,1,0.2797467720940941
Soral,955.0,31.3617606602,324.8299319728,18.4293193717,22.5130890052,57.3821989529,20.1047120419,4.4247787611,2.2123893805,15.4867256637,12.1681415929,322.0,2.8136645963,0.2739726027,1.2165450122,24.0421455939,16.3793103448,6.098339719,14.1123882503,0.6704980843,3.3844189017,0.4150702427,5.619412516,24.7445721584,2.7458492976,0,0.6833828053575881
Sorengo,1835.0,7.5615474795,2158.8235294118,34.0599455041,21.8528610354,57.3841961853,20.7629427793,3.8791909116,1.1083402605,2.7708506511,6.6500415628,728.0,2.2554945055,6.5887353879,6.7453625632,22.2322843559,24.1340276206,14.647951098,10.3011093502,0.0,2.3998188816,0.0,2.0149422685,10.7765451664,10.6633461626,1,0.793125739464393
Sorens,1119.0,21.4983713355,128.4730195178,15.3708668454,24.4861483467,60.4110813226,15.1027703307,1.8042399639,0.0,9.9233198015,3.6084799278,440.0,2.5159090909,2.8112449799,2.7598896044,28.6161063331,15.1681000782,18.9601250977,15.5590304926,1.4855355747,4.1047693511,0.0781860829,0.0,11.8451915559,0.3909304144,1,0.3714152902796648
